ID=#000 ask | Word=ask | Type=Cluster Reduction | Expected=æ,s,k -> Child=æ,k | Detail=/s/ deleted (-> Ø) in cluster | ExpectedPos=Final | Detected=Cluster Reduction | Positions=['Final'] | Details=['/s/ deleted (-> Ø) in cluster'] | WhatWentWrong=None | ExpectedDetail=/s/ deleted (-> Ø) in cluster | Logic=detection/detectors/deletion.py:17 (detect_cluster_reduction) | Status=Flagged Error
ID=#514 driver | Word=driver | Type=Devoicing | Expected=d,r,aɪ,v,ə,r -> Child=t,r,aɪ,v,ə,r | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#515 figure | Word=figure | Type=Devoicing | Expected=f,ɪ,ɡ,ə,r -> Child=f,ɪ,k,ə,r | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#516 gabby | Word=gabby | Type=Devoicing | Expected=ɡ,æ,b,i -> Child=k,æ,b,i | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#517 gavel | Word=gavel | Type=Devoicing | Expected=ɡ,æ,v,ə,l -> Child=k,æ,v,ə,l | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#518 gobble | Word=gobble | Type=Devoicing | Expected=ɡ,ɑ,b,ə,l -> Child=k,ɑ,b,ə,l | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#519 goblin | Word=goblin | Type=Devoicing | Expected=ɡ,ɑ,b,l,ɪ,n -> Child=k,ɑ,b,l,ɪ,n | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#520 gone | Word=gone | Type=Devoicing | Expected=ɡ,ɔ,n -> Child=k,ɔ,n | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#521 goodie | Word=goodie | Type=Devoicing | Expected=ɡ,ʊ,d,i -> Child=k,ʊ,d,i | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#522 gopher | Word=gopher | Type=Devoicing | Expected=ɡ,oʊ,f,ə,r -> Child=k,oʊ,f,ə,r | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#523 gumbo | Word=gumbo | Type=Devoicing | Expected=ɡ,ʌ,m,b,oʊ -> Child=k,ʌ,m,b,oʊ | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#524 habitat | Word=habitat | Type=Devoicing | Expected=h,æ,b,ɪ,t,æ,t -> Child=h,æ,p,ɪ,t,æ,t | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#525 hazard | Word=hazard | Type=Devoicing | Expected=h,æ,z,ə,r -> Child=h,æ,s,ə,r | Detail=/z/ -> [s] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/z/ -> [s] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/z/ -> [s] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#526 hover | Word=hover | Type=Devoicing | Expected=h,oʊ,v,ə,r -> Child=h,oʊ,f,ə,r | Detail=/v/ -> [f] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/v/ -> [f] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/v/ -> [f] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#527 labeled | Word=labeled | Type=Devoicing | Expected=l,eɪ,b,ə,l -> Child=l,eɪ,p,ə,l | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#528 labor | Word=labor | Type=Devoicing | Expected=l,eɪ,b,ə,r -> Child=l,eɪ,p,ə,r | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#529 leader | Word=leader | Type=Devoicing | Expected=l,i,d,ə,r -> Child=l,i,t,ə,r | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#530 level | Word=level | Type=Devoicing | Expected=l,ɛ,v,ə,l -> Child=l,ɛ,f,ə,l | Detail=/v/ -> [f] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/v/ -> [f] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/v/ -> [f] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#531 lobster | Word=lobster | Type=Devoicing | Expected=l,ɑ,b,s,t,ə,r -> Child=l,ɑ,p,s,t,ə,r | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#532 lover | Word=lover | Type=Devoicing | Expected=l,ʌ,v,ə,r -> Child=l,ʌ,f,ə,r | Detail=/v/ -> [f] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/v/ -> [f] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/v/ -> [f] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#533 navel | Word=navel | Type=Devoicing | Expected=n,eɪ,v,ə,l -> Child=n,eɪ,f,ə,l | Detail=/v/ -> [f] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/v/ -> [f] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/v/ -> [f] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#534 neighbor | Word=neighbor | Type=Devoicing | Expected=n,eɪ,b,ə,r -> Child=n,eɪ,p,ə,r | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#535 nibble | Word=nibble | Type=Devoicing | Expected=n,ɪ,b,ə,l -> Child=n,ɪ,p,ə,l | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#536 obey | Word=obey | Type=Devoicing | Expected=oʊ,b,eɪ -> Child=oʊ,p,eɪ | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#537 oboe | Word=oboe | Type=Devoicing | Expected=oʊ,b,oʊ -> Child=oʊ,p,oʊ | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#538 puddle | Word=puddle | Type=Devoicing | Expected=p,ʌ,d,ə,l -> Child=p,ʌ,t,ə,l | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#539 radar | Word=radar | Type=Devoicing | Expected=r,eɪ,d,ɑ,r -> Child=r,eɪ,t,ɑ,r | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#540 ragged | Word=ragged | Type=Devoicing | Expected=r,æ,ɡ,ɪ,d -> Child=r,æ,k,ɪ,d | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#541 ribbon | Word=ribbon | Type=Devoicing | Expected=r,ɪ,b,ə,n -> Child=r,ɪ,p,ə,n | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#542 rubber | Word=rubber | Type=Devoicing | Expected=r,ʌ,b,ə,r -> Child=r,ʌ,p,ə,r | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#543 shadow | Word=shadow | Type=Devoicing | Expected=ʃ,æ,d,oʊ -> Child=ʃ,æ,t,oʊ | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#544 sugar | Word=sugar | Type=Devoicing | Expected=ʃ,u,ɡ,ə,r -> Child=ʃ,u,k,ə,r | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#545 travel | Word=travel | Type=Devoicing | Expected=t,r,æ,v,ə,l -> Child=t,r,æ,f,ə,l | Detail=/v/ -> [f] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/v/ -> [f] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/v/ -> [f] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#546 wiggle | Word=wiggle | Type=Devoicing | Expected=w,ɪ,ɡ,ə,l -> Child=w,ɪ,k,ə,l | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#547 yogurt | Word=yogurt | Type=Devoicing | Expected=j,oʊ,ɡ,ə,r,t -> Child=j,oʊ,k,ə,r,t | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Medial | Detected=Devoicing | Positions=['Medial'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#548 zebra | Word=zebra | Type=Devoicing | Expected=z,i,b,r,ə -> Child=s,i,b,r,ə | Detail=/z/ -> [s] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/z/ -> [s] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/z/ -> [s] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#549 zigzag | Word=zigzag | Type=Devoicing | Expected=z,ɪ,ɡ,z,æ,ɡ -> Child=s,ɪ,ɡ,z,æ,ɡ | Detail=/z/ -> [s] (devoiced) | ExpectedPos=Initial | Detected=Devoicing | Positions=['Initial'] | Details=['/z/ -> [s] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/z/ -> [s] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#550 beg | Word=beg | Type=Final Devoicing | Expected=b,ɛ,ɡ -> Child=b,ɛ,k | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#551 bird | Word=bird | Type=Final Devoicing | Expected=b,ə,r,d -> Child=b,ə,r,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#552 bug | Word=bug | Type=Final Devoicing | Expected=b,ʌ,ɡ -> Child=b,ʌ,k | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#553 bulb | Word=bulb | Type=Final Devoicing | Expected=b,ʌ,l,b -> Child=b,ʌ,l,p | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#554 cab | Word=cab | Type=Final Devoicing | Expected=k,æ,b -> Child=k,æ,p | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#555 club | Word=club | Type=Final Devoicing | Expected=k,l,ʌ,b -> Child=k,l,ʌ,p | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#556 dug | Word=dug | Type=Final Devoicing | Expected=d,ʌ,ɡ -> Child=d,ʌ,k | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#557 ears | Word=ears | Type=Final Devoicing | Expected=ɪ,r,z -> Child=ɪ,r,s | Detail=/z/ -> [s] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/z/ -> [s] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/z/ -> [s] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#558 eyes | Word=eyes | Type=Final Devoicing | Expected=aɪ,z -> Child=aɪ,s | Detail=/z/ -> [s] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/z/ -> [s] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/z/ -> [s] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#559 fed | Word=fed | Type=Final Devoicing | Expected=f,ɛ,d -> Child=f,ɛ,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#560 figs | Word=figs | Type=Final Devoicing | Expected=f,ɪ,ɡ,z -> Child=f,ɪ,ɡ,s | Detail=/z/ -> [s] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/z/ -> [s] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/z/ -> [s] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#561 gauze | Word=gauze | Type=Final Devoicing | Expected=ɡ,ɔ,z -> Child=ɡ,ɔ,s | Detail=/z/ -> [s] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/z/ -> [s] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/z/ -> [s] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#562 glob | Word=glob | Type=Final Devoicing | Expected=ɡ,l,ɑ,b -> Child=ɡ,l,ɑ,p | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#563 grab | Word=grab | Type=Final Devoicing | Expected=ɡ,r,æ,b -> Child=ɡ,r,æ,p | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#564 head | Word=head | Type=Final Devoicing | Expected=h,ɛ,d -> Child=h,ɛ,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#565 hives | Word=hives | Type=Final Devoicing | Expected=h,aɪ,v,z -> Child=h,aɪ,v,s | Detail=/z/ -> [s] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/z/ -> [s] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/z/ -> [s] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#566 hug | Word=hug | Type=Final Devoicing | Expected=h,ʌ,ɡ -> Child=h,ʌ,k | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#567 jab | Word=jab | Type=Final Devoicing | Expected=dʒ,æ,b -> Child=dʒ,æ,p | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#568 jawed | Word=jawed | Type=Final Devoicing | Expected=dʒ,ɔ,d -> Child=dʒ,ɔ,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#569 jug | Word=jug | Type=Final Devoicing | Expected=dʒ,ʌ,ɡ -> Child=dʒ,ʌ,k | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#570 keg | Word=keg | Type=Final Devoicing | Expected=k,ɛ,ɡ -> Child=k,ɛ,k | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#571 kid | Word=kid | Type=Final Devoicing | Expected=k,ɪ,d -> Child=k,ɪ,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#572 knobs | Word=knobs | Type=Final Devoicing | Expected=n,ɑ,b,z -> Child=n,ɑ,b,s | Detail=/z/ -> [s] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/z/ -> [s] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/z/ -> [s] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#573 laid | Word=laid | Type=Final Devoicing | Expected=l,eɪ,d -> Child=l,eɪ,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#574 led | Word=led | Type=Final Devoicing | Expected=l,ɛ,d -> Child=l,ɛ,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#575 lid | Word=lid | Type=Final Devoicing | Expected=l,ɪ,d -> Child=l,ɪ,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#576 logs | Word=logs | Type=Final Devoicing | Expected=l,ɔ,ɡ,z -> Child=l,ɔ,ɡ,s | Detail=/z/ -> [s] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/z/ -> [s] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/z/ -> [s] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#577 mad | Word=mad | Type=Final Devoicing | Expected=m,æ,d -> Child=m,æ,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#578 made | Word=made | Type=Final Devoicing | Expected=m,eɪ,d -> Child=m,eɪ,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#579 mug | Word=mug | Type=Final Devoicing | Expected=m,ʌ,ɡ -> Child=m,ʌ,k | Detail=/ɡ/ -> [k] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/ɡ/ -> [k] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ -> [k] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#580 nab | Word=nab | Type=Final Devoicing | Expected=n,æ,b -> Child=n,æ,p | Detail=/b/ -> [p] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/b/ -> [p] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/b/ -> [p] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
ID=#581 pad | Word=pad | Type=Final Devoicing | Expected=p,æ,d -> Child=p,æ,t | Detail=/d/ -> [t] (devoiced) | ExpectedPos=Final | Detected=Final Devoicing | Positions=['Final'] | Details=['/d/ -> [t] (devoiced)'] | WhatWentWrong=None | ExpectedDetail=/d/ -> [t] (devoiced) | Logic=detection/detectors/voicing.py:248 | Status=Flagged Error
